資料集識別碼,資料集名稱,服務分類,檔案格式,資料下載網址,編碼格式,資料集類型,資料集描述,主要欄位說明,提供機關,更新頻率,授權方式,相關網址,計費方式,提供機關聯絡人姓名,提供機關聯絡人電話,上架日期,詮釋資料更新時間,備註
37875,參加農保會員非會員人數統計表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000142-l7H;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000142-dlf;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000142-gH9;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000142-gnP,UTF-8;UTF-8;UTF-8;UTF-8,b01,最新計費年月之農保被保險人會員與非會員人數、男女數,年月別;保險證號;農會名稱;會員-男性;會員-女性;會員-小計;非會員-男性;非會員-女性;非會員-小計;總計,勞動部勞工保險局,每月,政府資料開放授權條款-第1版,,免費,"蔡育婕 小姐",02-23961266#1024,"2016/10/30 08:00","2018/10/01 11:10","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
37876,勞工保險被保險人因執行職務而致傷病審查準則,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000143-O9X;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000143-zkz;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000143-kMn;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000143-i7s,UTF-8;UTF-8;UTF-8;UTF-8,b01,依照勞工保險條例第34條第2項訂定之審查標準,條號;內容,勞動部勞工保險局,每日,政府資料開放授權條款-第1版,,免費,"吳慧琴 小姐",02-23961266#1301,"2016/10/30 08:00","2018/07/27 15:10","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
37877,勞工保險生育給付金額－按年齡組別分,求職及就業,CSV;JSON;WEBSERVICES,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000144-s2j;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000144-CMj;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000144-6MH,UTF-8;UTF-8;UTF-8,b01,勞工保險生育給付核付金額之統計,年度;未滿15歲;15－19歲;20－24歲;25－29歲;30－34歲;35－39歲;40－44歲;45－49歲;50－54歲;55－59歲;60－64歲;65歲以上,勞動部勞工保險局,每年,政府資料開放授權條款-第1版,,免費,"王澂霈 小姐",02-23961266#1468,"2016/10/30 08:00","2018/08/21 17:32","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
39539,就業保險失業給付初次核付人數－按年齡組別及性別分,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000145-0lT;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000145-Tth;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000145-uMK;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000145-jY9,UTF-8;UTF-8;UTF-8;UTF-8,b01,就業保險失業給付初次核付人數之統計,年度;年齡組別;性別;核付人數,勞動部勞工保險局,每年,政府資料開放授權條款-第1版,,免費,"張溪泉 先生",02-23961266#1393,"2016/11/30 08:00","2018/07/27 15:10","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
39540,勞保局性別統計指標,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000146-b0q;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000146-bR5;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000146-89Q;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000146-uSt,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞保局性別統計指標,編號;業務別;分類;報表名稱;統計項目;複分類;統計期間;檔案連結,勞動部勞工保險局,每年,政府資料開放授權條款-第1版,,免費,"黃敏慧 小姐",02-23961266#2741,"2016/11/30 08:00","2018/07/27 15:10","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
39541,勞保局最新消息,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000147-eCt;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000147-7A3;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000147-rI4;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000147-WOC,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞保局最新消息,日期;標題;網址,勞動部勞工保險局,每季,政府資料開放授權條款-第1版,,免費,"鄭依婷 小姐",02-2396-1266#2763,"2016/11/30 08:00","2018/08/07 14:56","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40123,勞動統計名詞對照表,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020125-uWj;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020125-6iO;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020125-tmo;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020125-tuh,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞動統計名詞對照表,統計類別;統計名詞細分類;項目;統計名詞解釋,勞動部,每日,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/07/27 14:50","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40125,工會數及工會會員人數,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020126-71e;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020126-gkE;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020126-1Qq;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020126-gz4,UTF-8;UTF-8;UTF-8;UTF-8,b01,工會數及工會會員人數,項目別;工會數;工會會員人數,勞動部,每季,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/09/23 22:00","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40137,工會數及工會會員人數－按地區分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020127-uQT;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020127-5u3;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020127-79M;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020127-3uZ,UTF-8;UTF-8;UTF-8;UTF-8,b01,工會數及工會會員人數－按地區分,項目別;工會數;工會會員人數,勞動部,每年,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40138,企業工會及產業工會之工會數及工會會員人數－按行業分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020128-L5p;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020128-YNS;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020128-EYn;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020128-Zge,UTF-8;UTF-8;UTF-8;UTF-8,b01,企業工會及產業工會之工會數及工會會員人數－按行業分,項目別;企業工會數;企業工會會員人數;產業工會數;產業工會會員人數,勞動部,每季,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/09/23 22:30","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40139,企業工會及產業工會之工會數及工會會員人數－按地區及行業分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020129-ovp;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020129-VRh;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020129-fKD;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020129-yLG,UTF-8;UTF-8;UTF-8;UTF-8,b01,企業工會及產業工會之工會數及工會會員人數－按地區及行業分,項目別;企業工會數;企業工會會員人數;產業工會數;產業工會會員人數,勞動部,每年,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40141,職業工會之工會數及工會會員人數－按職業分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020130-pw2;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020130-SUO;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020130-y7J;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020130-XEi,UTF-8;UTF-8;UTF-8;UTF-8,b01,職業工會之工會數及工會會員人數－按職業分,項目別;職業工會數;職業工會會員人數,勞動部,每季,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/09/23 22:30","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40142,職業工會之工會數及工會會員人數－按地區及職業分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020131-KU9;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020131-uFY;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020131-tb4;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020131-yW9,UTF-8;UTF-8;UTF-8;UTF-8,b01,職業工會之工會數及工會會員人數－按地區及職業分,項目別;職業工會數;職業工會會員人數,勞動部,每年,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40143,事業單位團體協約家數,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020132-JXB;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020132-6JS;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020132-5GS;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020132-v9v,UTF-8;UTF-8;UTF-8;UTF-8,b01,事業單位團體協約家數,項目別;事業單位團體協約家數,勞動部,每季,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/09/23 22:00","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40144,事業單位團體協約家數－按地區分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020133-okj;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020133-kjI;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020133-O3v;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020133-sup,UTF-8;UTF-8;UTF-8;UTF-8,b01,事業單位團體協約家數－按地區分,項目別;事業單位團體協約家數,勞動部,每年,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40145,勞資會議家數,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020134-lnY;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020134-Y95;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020134-nWy;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020134-Kai,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞資會議家數,項目別;勞資會議家數,勞動部,每季,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/09/23 22:00","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40148,勞資會議家數－按地區分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020135-aKF;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020135-e5z;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020135-F7n;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020135-ABJ,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞資會議家數－按地區分,項目別;勞資會議家數,勞動部,每年,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40149,勞資爭議件數、人數,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020136-J0n;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020136-fHZ;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020136-WW9;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020136-6yN,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞資爭議件數、人數,項目別;勞資爭議件數;勞資爭議人數,勞動部,每月,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/09/25 23:00","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40156,勞資爭議件數－按主要爭議類別及地區分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020137-ysV;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020137-5aB;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020137-v4g;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020137-tm5,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞資爭議件數－按主要爭議類別及地區分,項目別;勞資爭議件數;權利事項;契約爭議;工資爭議;給付資遣費爭議;給付退休金爭議;勞工保險給付爭議;職業災害補償爭議;工會身分保護爭議;休假爭議;其他權利事項爭議;調整事項;調整工資爭議;結算年資爭議;調整工時爭議;其他調整事項爭議,勞動部,每月,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/09/26 23:00","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40158,勞資爭議件數－按行業分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020138-FfM;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020138-UEd;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020138-pUk;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020138-14l,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞資爭議件數－按行業分,項目別;勞資爭議件數,勞動部,每月,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/09/25 23:00","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40164,勞資爭議人數－按性別及地區分,公共資訊,CSV;JSON;WEBSERVICES,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020139-t4I;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020139-Lah;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020139-yWl,UTF-8;UTF-8;UTF-8,b01,勞資爭議人數－按性別及地區分,"項目別;勞資爭議人數 /男;勞資爭議人數 /女",勞動部,每年,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40166,勞資爭議人數－按性別及行業分,公共資訊,CSV;JSON;WEBSERVICES,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020140-97R;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020140-vO5;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020140-uKs,UTF-8;UTF-8;UTF-8,b01,勞資爭議人數－按性別及行業分,"項目別;勞資爭議人數 /男;勞資爭議人數 /女",勞動部,每年,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40167,性別工作平等申訴案件受理件數及評議件數,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020141-n2w;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020141-MEK;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020141-jZC;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020141-OQM,UTF-8;UTF-8;UTF-8;UTF-8,b01,性別工作平等申訴案件受理件數及評議件數,項目別;受理件數;評議件數,勞動部,每月,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/09/26 23:00","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40168,性別工作平等申訴案件受理件數及評議件數－按地區分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020142-uRM;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020142-fed;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020142-fcc;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020142-unv,UTF-8;UTF-8;UTF-8;UTF-8,b01,性別工作平等申訴案件受理件數及評議件數－按地區分,項目別;受理件數;評議件數,勞動部,每年,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40169,勞雇雙方協商減少工時概況,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020143-z6W;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020143-TDN;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020143-GCw;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020143-AZB,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞雇雙方協商減少工時概況(本項資料係事業單位向縣市政府通報),項目別;事業單位家數;通報人數;實際實施人數,勞動部,每年,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40170,提撥勞工教育經費及勞工教育班數,公共資訊,CSV;JSON;WEBSERVICES,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020144-rk9;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020144-uSY;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020144-25t,UTF-8;UTF-8;UTF-8,b01,提撥勞工教育經費及勞工教育班數,項目別;提撥勞工教育經費（千元）;辦理勞工教育班數（班）,勞動部,每年,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40171,提撥勞工教育經費及勞工教育班數－按地區分,公共資訊,CSV;JSON;WEBSERVICES,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020145-mJB;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020145-Gyi;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020145-9cm,UTF-8;UTF-8;UTF-8,b01,提撥勞工教育經費及勞工教育班數－按地區分,項目別;提撥勞工教育經費（千元）;辦理勞工教育班數（班）,勞動部,每年,政府資料開放授權條款-第1版,,免費,"程小真 小姐",02-85902901,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40172,勞工服務中心服務件數,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020146-QE7;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020146-VO2;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020146-9g1;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020146-zZe,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞工服務中心服務件數,項目別;勞工服務中心服務件數,勞動部,每年,政府資料開放授權條款-第1版,,免費,"郭俐伶 小姐",02-85902900,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40173,勞工服務中心服務件數－按地區分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020147-tNr;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020147-qSu;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020147-lwz;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020147-fw6,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞工服務中心服務件數－按地區分,項目別;勞工服務中心服務件數,勞動部,每年,政府資料開放授權條款-第1版,,免費,"郭俐伶 小姐",02-85902900,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40174,勞工志願服務概況,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020148-pPG;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020148-RxO;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020148-fAN;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020148-eei,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞工志願服務概況,項目別;志工隊數;志工人數;服務總時數;服務總人次;教育訓練總時數;教育訓練總人次,勞動部,每年,政府資料開放授權條款-第1版,,免費,"郭俐伶 小姐",02-85902900,"2016/11/25 08:00","2018/07/27 14:51","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40175,勞工志願服務概況－按地區分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020149-yOb;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020149-3rh;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020149-eyu;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020149-F5d,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞工志願服務概況－按地區分,項目別;志工隊數;志工人數;服務總時數;服務總人次;教育訓練總時數;教育訓練總人次,勞動部,每年,政府資料開放授權條款-第1版,,免費,"郭俐伶 小姐",02-85902900,"2016/11/25 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40176,職工福利概況,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020150-Ikp;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020150-OIs;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020150-Dv6;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020150-7FE,UTF-8;UTF-8;UTF-8;UTF-8,b01,職工福利概況,項目別;已設立單位數;提撥金額;受益人數,勞動部,每年,政府資料開放授權條款-第1版,,免費,"郭俐伶 小姐",02-85902900,"2016/11/25 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40177,職工福利概況－按地區分,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020151-MsK;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020151-FS7;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020151-fN8;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020151-rW5,UTF-8;UTF-8;UTF-8;UTF-8,b01,職工福利概況－按地區分,項目別;已設立單位數;提撥金額;受益人數,勞動部,每年,政府資料開放授權條款-第1版,,免費,"郭俐伶 小姐",02-85902900,"2016/11/25 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40180,勞就保爭議審議案件結果查詢,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020152-70o;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020152-H4z;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020152-fYl;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020152-OXD,UTF-8;UTF-8;UTF-8;UTF-8,b01,爭議審議案件審定書資料,受理日期;受理號碼;處理結果,勞動部,每日,政府資料開放授權條款-第1版,,免費,"陳昭旭 先生",02-85902754,"2016/11/25 08:00","2018/10/01 23:00","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40182,就業平等相關法規,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020153-6bX;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020153-JGm;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020153-f7C;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020153-Siv,UTF-8;UTF-8;UTF-8;UTF-8,b01,就業平等法規,相關法規分類;法規名稱,勞動部,每年,政府資料開放授權條款-第1版,,免費,"劉兆? 先生",02-858901217,"2016/11/25 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
